"","from_id","from_name","message","created_time","type","link","id","story","likes_count","comments_count","shares_count"
"42","177526890164","Narendra Modi","<U+091C><U+094B> <U+0939><U+0935><U+093E><U+0908> <U+091A><U+092A><U+094D><U+092A><U+0932> <U+092A><U+0939><U+0928><U+0915><U+0930> <U+0918><U+0942><U+092E><U+0924><U+093E> <U+0939><U+0948>, <U+0935><U+0939> <U+0939><U+0935><U+093E><U+0908> <U+091C><U+0939><U+093E><U+091C> <U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0926><U+093F><U+0916><U+0928><U+093E> <U+091A><U+093E><U+0939><U+093F><U+090F>, <U+092F><U+0939> <U+092E><U+0947><U+0930><U+093E> <U+0938><U+092A><U+0928><U+093E> <U+0939><U+0948><U+0964>","2017-04-28T05:47:27+0000","video","https://www.facebook.com/narendramodi/videos/10158678712675165/","177526890164_10158678712675165",NA,75788,2229,9750
"43","177526890164","Narendra Modi","Addressed a rally in Shimla. Himachal Pradesh is a ‘Dev Bhoomi’ & ‘Veer Bhoomi’ that has contributed greatly to India’s growth. Spoke on Centre’s efforts for Himachal’s growth.

While Centre is taking strong steps to eliminate corruption, corruption is flourishing in Himachal. The state needs a non-corrupt Govt. http://nm-4.com/kds4","2017-04-27T16:52:24+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158675683980165/?type=3","177526890164_10158675683980165",NA,86768,1051,2045
"44","177526890164","Narendra Modi","Will always remember Vinod Khanna as a popular actor, dedicated leader & a wonderful human. Pained by his demise. My condolences.","2017-04-27T09:39:14+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158674246740165/?type=3","177526890164_10158674246740165",NA,323611,3380,9104
"45","177526890164","Narendra Modi","Euphoric atmosphere at the public meeting in Shimla.","2017-04-27T07:38:52+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158674039265165/?type=3","177526890164_10158674039265165",NA,181037,1691,5335
"46","177526890164","Narendra Modi","Looking forward to being in Shimla, where I will flag off the first UDAN flight under Regional Connectivity Scheme, on Shimla-Delhi sector. Inaugural UDAN flights on Kadapa–Hyderabad and Nanded-Hyderabad sectors will also be flagged off. 

UDAN makes air travel accessible to a wider range of citizens & enhances connectivity with many more airports across India.","2017-04-27T04:09:21+0000","photo","https://www.facebook.com/narendramodi/photos/a.10156627257580165.1073741881.177526890164/10158673493915165/?type=3","177526890164_10158673497025165","Narendra Modi added 3 new photos.",34990,718,1734
"47","177526890164","Narendra Modi","Today’s PRAGATI session had extensive deliberations on railways, infrastructure projects & Swachhta Action Plans.  Discussed ways to improve uptake of immunisation programmes at districts where it is not happening at a quick enough pace.

On AMRUT Mission, highlighted ways through which latest technology can be invigorated in the efforts towards modernising our cities. 
http://nm-4.com/u8r4","2017-04-26T14:54:28+0000","link","http://nm-4.com/u8r4","177526890164_10158670632390165",NA,46148,829,1084
"48","177526890164","Narendra Modi","Held comprehensive talks with PM Ranil Wickremesinghe on ways to strengthen India-Sri Lanka ties for the benefit of our citizens.","2017-04-26T09:45:34+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158669698510165/?type=3","177526890164_10158669698510165",NA,107725,1048,2374
"49","177526890164","Narendra Modi","Grateful to the people of Delhi for the faith in BJP. I laud the hardwork of the BJP Delhi team, which made the resounding MCD win possible.","2017-04-26T08:30:13+0000","status",NA,"177526890164_10158669548665165",NA,88392,2379,1816
"50","177526890164","Narendra Modi","Talked about India-Nepal relations during the telephone conversation with PM Pushpa Kamal Dahal ‘Prachanda.’ http://nm-4.com/s2r4","2017-04-25T14:12:53+0000","link","http://nm-4.com/s2r4","177526890164_10158665976175165",NA,55348,1220,1105
"51","177526890164","Narendra Modi","During today’s NITI Aayog meeting we had insightful & informative presentations on key issues. http://nm-4.com/ukr4.","2017-04-23T18:14:57+0000","link","http://nm-4.com/ukr4","177526890164_10158657056730165",NA,44264,1433,1054
"52","177526890164","Narendra Modi","Met Chief Ministers & Deputy Chief Ministers of states governed by BJP.","2017-04-23T17:21:26+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158656823485165/?type=3","177526890164_10158656823485165",NA,70071,1282,1651
"53","177526890164","Narendra Modi","Chairing the 3rd Governing Council meeting of NITI Aayog in New Delhi.","2017-04-23T05:54:52+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158654680615165/?type=3","177526890164_10158654680615165",NA,68175,1132,2063
"54","177526890164","Narendra Modi","At the core of the ‘Reform, Perform and Transform’ agenda are the political leadership, civil servants & public participation. 

Political will gives the impetus for reform & civil services set the tone to perform. And the power of Jan Bhagidari transforms. http://nm-4.com/4br4","2017-04-21T12:51:40+0000","link","http://nm-4.com/4br4","177526890164_10158645681550165",NA,56695,1333,1474
"55","177526890164","Narendra Modi","On #CivilServicesDay I congratulate all the civil servants across India who have served & are serving people in various capacities.","2017-04-21T10:22:16+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158645212335165/?type=3","177526890164_10158645212335165",NA,49489,848,1615
"56","177526890164","Narendra Modi","Every Indian is special. Every Indian is a VIP.","2017-04-19T14:55:37+0000","status",NA,"177526890164_10158635903895165",NA,300468,10663,14974
"57","177526890164","Narendra Modi","From my Surat visit. Always humbled by the warmth and affection of the people of India.","2017-04-19T10:13:38+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158634931535165/?type=3","177526890164_10158634931535165",NA,127860,1644,2401
"58","177526890164","Narendra Modi","We are honoured to welcome President Bidya Devi Bhandari of Nepal. Had fruitful talks with her.","2017-04-18T13:18:56+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158630714590165/?type=3","177526890164_10158630717935165","Narendra Modi added 2 new photos.",227387,1909,5626
"59","177526890164","Narendra Modi","A picture from my recent visit to the Lingaraj Temple in Bhubaneswar.","2017-04-18T10:30:58+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158630214390165/?type=3","177526890164_10158630214390165",NA,176288,1416,3943
"60","177526890164","Narendra Modi","Empower yourself with all the latest news and information on your mobiles, via the 'Narendra Modi Mobile App.' Have you downloaded it yet? http://nm4.in/dnldapp","2017-04-18T08:47:25+0000","video","https://www.facebook.com/narendramodi/videos/10158629754830165/","177526890164_10158629754830165",NA,20057,479,1259
"61","177526890164","Narendra Modi","Joined the inauguration programme of a diamond manufacturing unit in Surat. Sharing my speech. 
http://nm-4.com/skq4","2017-04-17T14:27:20+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158625891150165/?type=3","177526890164_10158625892115165","Narendra Modi added 4 new photos.",177677,1356,4109
"62","177526890164","Narendra Modi","Happy that benefits of initiatives such as PM Awas Yojana, Ujjwala Yojana & Accessible India are reaching people of Dadra and Nagar Haveli.","2017-04-17T14:19:51+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158625855350165/?type=3","177526890164_10158625859095165","Narendra Modi added 4 new photos.",79792,588,2149
"63","177526890164","Narendra Modi","Here are some pictures from the programme at Silvassa, Dadra and Nagar Haveli. Gratitude to all those who joined the public meeting.","2017-04-17T14:16:43+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158625831065165/?type=3","177526890164_10158625839930165","Narendra Modi added 4 new photos.",62933,470,1316
"64","177526890164","Narendra Modi","With the chants of ‘Narmade, Sarvade’ we welcomed water from the Narmada to Botad. 

Some pictures from Botad. The SAUNI Yojana is a game changer for Saurashtra & is benefitting several farmers.","2017-04-17T14:06:27+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158625769370165/?type=3","177526890164_10158625784570165","Narendra Modi added 4 new photos.",285229,1724,10155
"65","177526890164","Narendra Modi","Vibrant moments from Surat. Have a look.","2017-04-17T08:17:30+0000","video","https://www.facebook.com/narendramodi/videos/10158624629050165/","177526890164_10158624629050165",NA,107290,1466,10522
"66","177526890164","Narendra Modi",NA,"2017-04-17T06:59:17+0000","photo","https://www.facebook.com/narendramodi/photos/a.10151449409635165.832035.177526890164/10158624463570165/?type=3","177526890164_10158624463885165","Narendra Modi updated their cover photo.",95794,1111,1407
"67","177526890164","Narendra Modi","Thank you Surat! Your affection & blessings will remain etched in my memory. <U+202C>

<U+202A>Gratitude to all those who joined. Today was memorable!","2017-04-16T17:05:31+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158621034400165/?type=3","177526890164_10158621041880165","Narendra Modi added 4 new photos.",336187,2735,9509
"68","177526890164","Narendra Modi","Always a delight to interact with people. This one from my Odisha visit today morning.","2017-04-16T13:27:26+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158620045490165/?type=3","177526890164_10158620045490165",NA,152003,1528,5284
"69","177526890164","Narendra Modi","Prayed at the Lingaraj Temple in Bhubaneswar. The magnificence of the Temple and Temple Complex leaves a lasting impression on the mind.","2017-04-16T05:06:26+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158618461250165/?type=3","177526890164_10158618461250165",NA,1110292,9340,61477
"70","177526890164","Narendra Modi","Some more pictures from the BJP meet and the warm welcome in Bhubaneswar.","2017-04-15T18:17:55+0000","photo","https://www.facebook.com/narendramodi/photos/a.10156627257580165.1073741881.177526890164/10158615920955165/?type=3","177526890164_10158615921720165","Narendra Modi added 4 new photos.",248699,1890,5412
"71","177526890164","Narendra Modi","Landed in Odisha to a memorable welcome. Gratitude to the people for the warmth and enthusiasm.","2017-04-15T11:21:48+0000","photo","https://www.facebook.com/narendramodi/photos/a.10156627257580165.1073741881.177526890164/10158614090410165/?type=3","177526890164_10158614090805165","Narendra Modi added 4 new photos.",116967,1193,3396
"72","177526890164","Narendra Modi","DigiDhan movement is a Safai Abhiyaan to free the nation from the menace of corruption & black money. http://nm-4.com/08p4","2017-04-14T18:21:28+0000","link","http://nm-4.com/08p4","177526890164_10158610218035165",NA,53824,717,1081
"73","177526890164","Narendra Modi","Fulfilling the vision of Dr. Ambedkar for a developed & inclusive India.  http://nm-4.com/94p4","2017-04-14T10:37:46+0000","photo","https://www.facebook.com/narendramodi/photos/a.10150164299700165.421791.177526890164/10158608265970165/?type=3","177526890164_10158608265970165",NA,168170,1144,3417
